Date,Plant,Machine,Product,Units_Produced,Defective_Units
2026-01-13,Plant C,M-03,P-02,1176,31
2026-01-13,Plant C,M-03,P-04,838,22
2026-01-13,Plant C,M-03,P-04,770,22
2026-01-13,Plant C,M-04,P-05,1038,69
2026-01-13,Plant C,M-04,P-03,724,17
2026-01-13,Plant C,M-04,P-06,828,18
2026-01-13,Plant C,M-05,P-06,1068,34
2026-01-13,Plant C,M-05,P-04,783,25
2026-01-13,Plant C,M-05,P-01,819,27
2026-01-14,Plant A,M-01,P-02,679,7
2026-01-14,Plant A,M-01,P-01,644,13
2026-01-14,Plant A,M-01,P-05,768,34
2026-01-14,Plant A,M-02,P-05,699,35
2026-01-14,Plant A,M-02,P-02,783,14
2026-01-14,Plant A,M-02,P-01,803,11
2026-01-14,Plant A,M-03,P-02,887,14
2026-01-14,Plant A,M-03,P-03,956,23
2026-01-14,Plant A,M-03,P-06,954,15
2026-01-14,Plant A,M-04,P-04,942,32
2026-01-14,Plant A,M-04,P-06,670,14
2026-01-14,Plant A,M-04,P-05,584,41
2026-01-14,Plant A,M-05,P-06,919,26
2026-01-14,Plant A,M-05,P-04,1099,32
2026-01-14,Plant A,M-05,P-04,882,7
2026-01-14,Plant B,M-01,P-06,878,26
2026-01-14,Plant B,M-01,P-05,760,54
2026-01-14,Plant B,M-01,P-05,734,44
2026-01-14,Plant B,M-02,P-05,769,39
2026-01-14,Plant B,M-02,P-05,677,52
2026-01-14,Plant B,M-02,P-01,1012,20
2026-01-14,Plant B,M-03,P-02,639,11
2026-01-14,Plant B,M-03,P-05,1141,76
2026-01-14,Plant B,M-03,P-04,841,19
2026-01-14,Plant B,M-04,P-01,723,8
2026-01-14,Plant B,M-04,P-05,596,34
2026-01-14,Plant B,M-04,P-05,478,27
2026-01-14,Plant B,M-05,P-06,1066,13
2026-01-14,Plant B,M-05,P-02,723,13
2026-01-14,Plant B,M-05,P-04,854,16
2026-01-14,Plant C,M-01,P-06,893,31
2026-01-14,Plant C,M-01,P-06,711,18
2026-01-14,Plant C,M-01,P-06,620,15
2026-01-14,Plant C,M-02,P-03,1011,9
2026-01-14,Plant C,M-02,P-03,780,21
2026-01-14,Plant C,M-02,P-05,840,43
2026-01-14,Plant C,M-03,P-01,750,6
2026-01-14,Plant C,M-03,P-03,1051,11
2026-01-14,Plant C,M-03,P-01,835,19
2026-01-14,Plant C,M-04,P-05,1019,53
2026-01-14,Plant C,M-04,P-04,1011,24
2026-01-14,Plant C,M-04,P-06,907,12
2026-01-14,Plant C,M-05,P-04,1075,17
2026-01-14,Plant C,M-05,P-01,957,30
2026-01-14,Plant C,M-05,P-04,988,31
2026-01-15,Plant A,M-01,P-06,897,12
2026-01-15,Plant A,M-01,P-05,698,50
2026-01-15,Plant A,M-01,P-05,733,38
2026-01-15,Plant A,M-02,P-02,995,16
2026-01-15,Plant A,M-02,P-06,928,27
2026-01-15,Plant A,M-02,P-04,541,6
2026-01-15,Plant A,M-03,P-06,1032,24
2026-01-15,Plant A,M-03,P-01,752,21
2026-01-15,Plant A,M-03,P-02,756,16
2026-01-15,Plant A,M-04,P-02,902,18
2026-01-15,Plant A,M-04,P-06,842,26
2026-01-15,Plant A,M-04,P-01,712,17
2026-01-15,Plant A,M-05,P-05,717,55
2026-01-15,Plant A,M-05,P-01,833,20
2026-01-15,Plant A,M-05,P-05,616,35
2026-01-15,Plant B,M-01,P-02,787,13
2026-01-15,Plant B,M-01,P-03,785,25
2026-01-15,Plant B,M-01,P-02,1048,23
2026-01-15,Plant B,M-02,P-05,1140,54
2026-01-15,Plant B,M-02,P-06,734,9
2026-01-15,Plant B,M-02,P-02,739,19
2026-01-15,Plant B,M-03,P-01,1026,9
2026-01-15,Plant B,M-03,P-05,1087,80
2026-01-15,Plant B,M-03,P-01,964,14
2026-01-15,Plant B,M-04,P-03,584,8
2026-01-15,Plant B,M-04,P-01,588,15
2026-01-15,Plant B,M-04,P-01,456,13
2026-01-15,Plant B,M-05,P-06,826,8
2026-01-15,Plant B,M-05,P-06,736,22
2026-01-15,Plant B,M-05,P-01,775,15
2026-01-15,Plant C,M-01,P-04,807,27
2026-01-15,Plant C,M-01,P-02,975,31
2026-01-15,Plant C,M-01,P-03,702,7
2026-01-15,Plant C,M-02,P-01,883,27
2026-01-15,Plant C,M-02,P-04,679,10
2026-01-15,Plant C,M-02,P-04,790,21
2026-01-15,Plant C,M-03,P-01,751,14
2026-01-15,Plant C,M-03,P-06,736,24
2026-01-15,Plant C,M-03,P-02,748,16
2026-01-15,Plant C,M-04,P-06,803,20
2026-01-15,Plant C,M-04,P-02,676,22
2026-01-15,Plant C,M-04,P-05,813,41
2026-01-15,Plant C,M-05,P-04,1098,25
2026-01-15,Plant C,M-05,P-01,674,8
2026-01-15,Plant C,M-05,P-02,689,5
2026-01-16,Plant A,M-01,P-01,928,9
2026-01-16,Plant A,M-01,P-06,767,8
2026-01-16,Plant A,M-01,P-01,893,25
2026-01-16,Plant A,M-02,P-05,857,49
2026-01-16,Plant A,M-02,P-01,838,19
2026-01-16,Plant A,M-02,P-04,859,28
2026-01-16,Plant A,M-03,P-02,800,10
2026-01-16,Plant A,M-03,P-03,969,29
2026-01-16,Plant A,M-03,P-04,825,18
2026-01-16,Plant A,M-04,P-06,1020,20
2026-01-16,Plant A,M-04,P-04,956,12
2026-01-16,Plant A,M-04,P-02,710,11
2026-01-16,Plant A,M-05,P-01,945,10
2026-01-16,Plant A,M-05,P-04,1130,13
2026-01-16,Plant A,M-05,P-04,679,21
2026-01-16,Plant B,M-01,P-03,761,12
2026-01-16,Plant B,M-01,P-06,1025,17
2026-01-16,Plant B,M-01,P-03,850,23
2026-01-16,Plant B,M-02,P-01,967,8
2026-01-16,Plant B,M-02,P-03,1022,27
2026-01-16,Plant B,M-02,P-06,672,19
2026-01-16,Plant B,M-03,P-01,1031,35
2026-01-16,Plant B,M-03,P-02,655,17
2026-01-16,Plant B,M-03,P-04,911,27
2026-01-16,Plant B,M-04,P-05,875,49
2026-01-16,Plant B,M-04,P-02,656,20
2026-01-16,Plant B,M-04,P-02,857,8
2026-01-16,Plant B,M-05,P-05,934,44
2026-01-16,Plant B,M-05,P-04,927,26
2026-01-16,Plant B,M-05,P-02,695,7
2026-01-16,Plant C,M-01,P-04,937,15
2026-01-16,Plant C,M-01,P-05,749,59
2026-01-16,Plant C,M-01,P-06,894,9
2026-01-16,Plant C,M-02,P-01,1086,11
2026-01-16,Plant C,M-02,P-02,695,18
2026-01-16,Plant C,M-02,P-02,721,16
2026-01-16,Plant C,M-03,P-04,1063,22
2026-01-16,Plant C,M-03,P-04,1064,14
2026-01-16,Plant C,M-03,P-05,722,45
2026-01-16,Plant C,M-04,P-05,778,48
2026-01-16,Plant C,M-04,P-01,893,16
2026-01-16,Plant C,M-04,P-05,987,81
2026-01-16,Plant C,M-05,P-01,717,9
2026-01-16,Plant C,M-05,P-06,1064,34
2026-01-16,Plant C,M-05,P-04,833,16
2026-01-17,Plant A,M-01,P-02,1106,23
2026-01-17,Plant A,M-01,P-02,847,13
2026-01-17,Plant A,M-01,P-02,883,21
2026-01-17,Plant A,M-02,P-06,802,26
2026-01-17,Plant A,M-02,P-06,887,24
2026-01-17,Plant A,M-02,P-05,869,52
2026-01-17,Plant A,M-03,P-06,1078,20
2026-01-17,Plant A,M-03,P-02,1028,16
2026-01-17,Plant A,M-03,P-01,589,16
2026-01-17,Plant A,M-04,P-04,743,24
2026-01-17,Plant A,M-04,P-02,685,23
2026-01-17,Plant A,M-04,P-01,604,5
2026-01-17,Plant A,M-05,P-05,752,57
2026-01-17,Plant A,M-05,P-06,775,16
2026-01-17,Plant A,M-05,P-06,851,18
2026-01-17,Plant B,M-01,P-06,684,11
2026-01-17,Plant B,M-01,P-03,984,27
2026-01-17,Plant B,M-01,P-05,724,41
2026-01-17,Plant B,M-02,P-06,1099,36
2026-01-17,Plant B,M-02,P-02,655,9
2026-01-17,Plant B,M-02,P-04,566,18
2026-01-17,Plant B,M-03,P-04,1007,14
2026-01-17,Plant B,M-03,P-06,906,11
2026-01-17,Plant B,M-03,P-04,829,18
2026-01-17,Plant B,M-04,P-05,608,31
2026-01-17,Plant B,M-04,P-06,682,17
2026-01-17,Plant B,M-04,P-02,755,11
2026-01-17,Plant B,M-05,P-01,839,18
2026-01-17,Plant B,M-05,P-04,1145,16
2026-01-17,Plant B,M-05,P-01,597,9
2026-01-17,Plant C,M-01,P-06,1067,31
2026-01-17,Plant C,M-01,P-01,872,8
2026-01-17,Plant C,M-01,P-02,742,19
2026-01-17,Plant C,M-02,P-05,1022,68
2026-01-17,Plant C,M-02,P-01,714,8
2026-01-17,Plant C,M-02,P-03,852,15
2026-01-17,Plant C,M-03,P-01,1011,27
2026-01-17,Plant C,M-03,P-04,715,14
2026-01-17,Plant C,M-03,P-03,758,9
2026-01-17,Plant C,M-04,P-05,790,58
2026-01-17,Plant C,M-04,P-02,978,16
2026-01-17,Plant C,M-04,P-04,1023,11
2026-01-17,Plant C,M-05,P-03,1022,25
2026-01-17,Plant C,M-05,P-01,994,20
2026-01-17,Plant C,M-05,P-02,737,14
2026-01-18,Plant A,M-01,P-01,749,16
2026-01-18,Plant A,M-01,P-03,942,15
2026-01-18,Plant A,M-01,P-02,727,13
2026-01-18,Plant A,M-02,P-02,694,21
2026-01-18,Plant A,M-02,P-04,1039,26
2026-01-18,Plant A,M-02,P-03,996,25
2026-01-18,Plant A,M-03,P-04,727,6
2026-01-18,Plant A,M-03,P-02,751,21
2026-01-18,Plant A,M-03,P-02,644,21
2026-01-18,Plant A,M-04,P-05,848,42
2026-01-18,Plant A,M-04,P-01,788,15
2026-01-18,Plant A,M-04,P-05,830,68
2026-01-18,Plant A,M-05,P-01,751,18
2026-01-18,Plant A,M-05,P-04,886,25
2026-01-18,Plant A,M-05,P-04,655,20
2026-01-18,Plant B,M-01,P-04,1065,16
2026-01-18,Plant B,M-01,P-03,895,23
2026-01-18,Plant B,M-01,P-04,981,9
2026-01-18,Plant B,M-02,P-01,893,22
2026-01-18,Plant B,M-02,P-02,736,18
2026-01-18,Plant B,M-02,P-01,761,20
2026-01-18,Plant B,M-03,P-06,1106,37
2026-01-18,Plant B,M-03,P-03,915,15
2026-01-18,Plant B,M-03,P-02,578,18
2026-01-18,Plant B,M-04,P-02,917,30
2026-01-18,Plant B,M-04,P-01,747,8
2026-01-18,Plant B,M-04,P-03,603,19
2026-01-18,Plant B,M-05,P-02,869,20
2026-01-18,Plant B,M-05,P-06,706,14
2026-01-18,Plant B,M-05,P-02,925,30
2026-01-18,Plant C,M-01,P-04,704,16
2026-01-18,Plant C,M-01,P-02,828,26
2026-01-18,Plant C,M-01,P-05,992,73
2026-01-18,Plant C,M-02,P-05,932,78
2026-01-18,Plant C,M-02,P-02,1029,15
2026-01-18,Plant C,M-02,P-01,912,9
2026-01-18,Plant C,M-03,P-05,1014,52
2026-01-18,Plant C,M-03,P-06,764,14
2026-01-18,Plant C,M-03,P-04,566,17
2026-01-18,Plant C,M-04,P-05,1002,57
2026-01-18,Plant C,M-04,P-02,911,25
2026-01-18,Plant C,M-04,P-06,933,16
2026-01-18,Plant C,M-05,P-01,930,23
2026-01-18,Plant C,M-05,P-05,793,46
2026-01-18,Plant C,M-05,P-06,766,23
2026-01-19,Plant A,M-01,P-05,975,44
2026-01-19,Plant A,M-01,P-01,987,12
2026-01-19,Plant A,M-01,P-02,874,22
2026-01-19,Plant A,M-02,P-03,749,26
2026-01-19,Plant A,M-02,P-01,855,20
2026-01-19,Plant A,M-02,P-02,882,26
2026-01-19,Plant A,M-03,P-02,1045,34
2026-01-19,Plant A,M-03,P-02,891,27
2026-01-19,Plant A,M-03,P-02,702,7
2026-01-19,Plant A,M-04,P-04,742,21
2026-01-19,Plant A,M-04,P-05,900,59
2026-01-19,Plant A,M-04,P-02,690,9
2026-01-19,Plant A,M-05,P-02,1097,37
2026-01-19,Plant A,M-05,P-01,1011,32
2026-01-19,Plant A,M-05,P-05,855,55
2026-01-19,Plant B,M-01,P-03,849,11
2026-01-19,Plant B,M-01,P-06,794,14
2026-01-19,Plant B,M-01,P-04,659,5
2026-01-19,Plant B,M-02,P-05,718,34
2026-01-19,Plant B,M-02,P-02,753,22
2026-01-19,Plant B,M-02,P-05,642,30
2026-01-19,Plant B,M-03,P-05,799,65
2026-01-19,Plant B,M-03,P-06,828,13
2026-01-19,Plant B,M-03,P-01,909,10
2026-01-19,Plant B,M-04,P-02,473,7
2026-01-19,Plant B,M-04,P-02,834,13
2026-01-19,Plant B,M-04,P-02,527,11
2026-01-19,Plant B,M-05,P-06,779,23
2026-01-19,Plant B,M-05,P-01,869,12
2026-01-19,Plant B,M-05,P-05,660,50
2026-01-19,Plant C,M-01,P-02,1139,18
2026-01-19,Plant C,M-01,P-03,870,11
2026-01-19,Plant C,M-01,P-03,915,26
2026-01-19,Plant C,M-02,P-01,833,25
2026-01-19,Plant C,M-02,P-06,871,13
2026-01-19,Plant C,M-02,P-04,860,23
2026-01-19,Plant C,M-03,P-04,983,27
2026-01-19,Plant C,M-03,P-06,740,21
2026-01-19,Plant C,M-03,P-04,687,15
2026-01-19,Plant C,M-04,P-02,830,9
2026-01-19,Plant C,M-04,P-03,944,11
2026-01-19,Plant C,M-04,P-06,746,16
2026-01-19,Plant C,M-05,P-06,1189,30
2026-01-19,Plant C,M-05,P-04,924,19
2026-01-19,Plant C,M-05,P-03,1020,31
2026-01-20,Plant A,M-01,P-06,883,14
2026-01-20,Plant A,M-01,P-05,957,56
2026-01-20,Plant A,M-01,P-03,928,27
2026-01-20,Plant A,M-02,P-03,931,22
2026-01-20,Plant A,M-02,P-05,828,68
2026-01-20,Plant A,M-02,P-02,774,13
2026-01-20,Plant A,M-03,P-01,1079,13
2026-01-20,Plant A,M-03,P-04,1064,10
2026-01-20,Plant A,M-03,P-01,627,7
2026-01-20,Plant A,M-04,P-04,785,19
2026-01-20,Plant A,M-04,P-02,927,29
2026-01-20,Plant A,M-04,P-03,729,8
2026-01-20,Plant A,M-05,P-03,1123,19
2026-01-20,Plant A,M-05,P-03,870,22
2026-01-20,Plant A,M-05,P-04,879,20
2026-01-20,Plant B,M-01,P-03,993,20
2026-01-20,Plant B,M-01,P-03,822,22
2026-01-20,Plant B,M-01,P-06,964,17
2026-01-20,Plant B,M-02,P-03,1042,32
2026-01-20,Plant B,M-02,P-06,905,21
2026-01-20,Plant B,M-02,P-02,796,8
2026-01-20,Plant B,M-03,P-02,1061,29
2026-01-20,Plant B,M-03,P-05,926,48
2026-01-20,Plant B,M-03,P-06,882,26
2026-01-20,Plant B,M-04,P-05,885,46
2026-01-20,Plant B,M-04,P-03,545,8
2026-01-20,Plant B,M-04,P-01,517,7
2026-01-20,Plant B,M-05,P-01,915,12
2026-01-20,Plant B,M-05,P-05,662,32
2026-01-20,Plant B,M-05,P-03,864,24
2026-01-20,Plant C,M-01,P-02,862,21
2026-01-20,Plant C,M-01,P-04,1006,26
2026-01-20,Plant C,M-01,P-05,675,44
2026-01-20,Plant C,M-02,P-06,867,9
2026-01-20,Plant C,M-02,P-04,666,23
2026-01-20,Plant C,M-02,P-03,802,10
2026-01-20,Plant C,M-03,P-02,906,20
2026-01-20,Plant C,M-03,P-01,1022,25
2026-01-20,Plant C,M-03,P-03,707,13
2026-01-20,Plant C,M-04,P-06,1017,35
2026-01-20,Plant C,M-04,P-06,862,26
2026-01-20,Plant C,M-04,P-06,798,27
2026-01-20,Plant C,M-05,P-02,988,11
2026-01-20,Plant C,M-05,P-02,834,17
2026-01-20,Plant C,M-05,P-01,880,12
2026-01-21,Plant A,M-01,P-05,939,49
2026-01-21,Plant A,M-01,P-02,952,27
2026-01-21,Plant A,M-01,P-03,855,12
2026-01-21,Plant A,M-02,P-02,1022,14
2026-01-21,Plant A,M-02,P-05,900,71
2026-01-21,Plant A,M-02,P-03,698,18
2026-01-21,Plant A,M-03,P-02,875,18
2026-01-21,Plant A,M-03,P-01,807,13
2026-01-21,Plant A,M-03,P-04,1023,29
2026-01-21,Plant A,M-04,P-05,892,45
2026-01-21,Plant A,M-04,P-04,833,16
2026-01-21,Plant A,M-04,P-01,598,10
2026-01-21,Plant A,M-05,P-03,898,15
2026-01-21,Plant A,M-05,P-05,879,50
2026-01-21,Plant A,M-05,P-01,674,16
2026-01-21,Plant B,M-01,P-03,904,27
2026-01-21,Plant B,M-01,P-04,722,7
2026-01-21,Plant B,M-01,P-01,726,13
2026-01-21,Plant B,M-02,P-02,874,24
2026-01-21,Plant B,M-02,P-04,705,17
2026-01-21,Plant B,M-02,P-05,824,40
2026-01-21,Plant B,M-03,P-05,826,65
2026-01-21,Plant B,M-03,P-02,750,9
2026-01-21,Plant B,M-03,P-05,903,53
2026-01-21,Plant B,M-04,P-05,682,48
2026-01-21,Plant B,M-04,P-03,463,10
2026-01-21,Plant B,M-04,P-02,811,13
2026-01-21,Plant B,M-05,P-03,845,25
2026-01-21,Plant B,M-05,P-02,985,13
2026-01-21,Plant B,M-05,P-06,593,15
2026-01-21,Plant C,M-01,P-04,1111,13
2026-01-21,Plant C,M-01,P-05,913,68
2026-01-21,Plant C,M-01,P-02,774,14
2026-01-21,Plant C,M-02,P-05,802,43
2026-01-21,Plant C,M-02,P-01,752,23
2026-01-21,Plant C,M-02,P-03,1004,23
2026-01-21,Plant C,M-03,P-04,1005,15
2026-01-21,Plant C,M-03,P-06,974,22
2026-01-21,Plant C,M-03,P-05,955,66
2026-01-21,Plant C,M-04,P-06,1168,11
2026-01-21,Plant C,M-04,P-05,749,57
2026-01-21,Plant C,M-04,P-02,759,8
2026-01-21,Plant C,M-05,P-01,673,15
2026-01-21,Plant C,M-05,P-03,933,18
2026-01-21,Plant C,M-05,P-03,941,21
2026-01-22,Plant A,M-01,P-03,894,30
2026-01-22,Plant A,M-01,P-06,884,13
2026-01-22,Plant A,M-01,P-05,869,52
2026-01-22,Plant A,M-02,P-03,863,8
2026-01-22,Plant A,M-02,P-03,834,15
2026-01-22,Plant A,M-02,P-01,857,29
2026-01-22,Plant A,M-03,P-02,626,8
2026-01-22,Plant A,M-03,P-05,898,66
2026-01-22,Plant A,M-03,P-02,903,25
2026-01-22,Plant A,M-04,P-01,931,30
2026-01-22,Plant A,M-04,P-01,809,16
2026-01-22,Plant A,M-04,P-06,982,19
2026-01-22,Plant A,M-05,P-03,930,26
2026-01-22,Plant A,M-05,P-04,980,17
2026-01-22,Plant A,M-05,P-06,616,8
2026-01-22,Plant B,M-01,P-04,910,15
2026-01-22,Plant B,M-01,P-04,1018,9
2026-01-22,Plant B,M-01,P-02,833,8
2026-01-22,Plant B,M-02,P-06,1213,17
2026-01-22,Plant B,M-02,P-04,619,16
2026-01-22,Plant B,M-02,P-03,853,13
2026-01-22,Plant B,M-03,P-06,754,17
2026-01-22,Plant B,M-03,P-01,918,27
2026-01-22,Plant B,M-03,P-01,915,18
2026-01-22,Plant B,M-04,P-05,655,33
2026-01-22,Plant B,M-04,P-01,789,24
2026-01-22,Plant B,M-04,P-01,796,11
2026-01-22,Plant B,M-05,P-03,990,8
2026-01-22,Plant B,M-05,P-03,885,26
2026-01-22,Plant B,M-05,P-01,680,10
2026-01-22,Plant C,M-01,P-01,1035,36
2026-01-22,Plant C,M-01,P-04,627,6
2026-01-22,Plant C,M-01,P-01,651,14
2026-01-22,Plant C,M-02,P-01,847,27
2026-01-22,Plant C,M-02,P-02,990,18
2026-01-22,Plant C,M-02,P-02,939,22
2026-01-22,Plant C,M-03,P-01,996,19
2026-01-22,Plant C,M-03,P-04,1057,36
2026-01-22,Plant C,M-03,P-04,720,22
2026-01-22,Plant C,M-04,P-06,864,22
2026-01-22,Plant C,M-04,P-05,943,57
2026-01-22,Plant C,M-04,P-04,621,6
2026-01-22,Plant C,M-05,P-04,1089,10
2026-01-22,Plant C,M-05,P-06,984,27
2026-01-22,Plant C,M-05,P-01,910,23
2026-01-23,Plant A,M-01,P-04,890,8
2026-01-23,Plant A,M-01,P-03,922,14
2026-01-23,Plant A,M-01,P-03,981,30
2026-01-23,Plant A,M-02,P-03,753,15
2026-01-23,Plant A,M-02,P-05,625,52
2026-01-23,Plant A,M-02,P-02,945,10
2026-01-23,Plant A,M-03,P-04,1010,24
2026-01-23,Plant A,M-03,P-01,799,18
2026-01-23,Plant A,M-03,P-03,729,7
2026-01-23,Plant A,M-04,P-03,965,17
2026-01-23,Plant A,M-04,P-02,711,7
2026-01-23,Plant A,M-04,P-03,574,12
2026-01-23,Plant A,M-05,P-04,872,7
2026-01-23,Plant A,M-05,P-04,686,8
2026-01-23,Plant A,M-05,P-06,969,8
2026-01-23,Plant B,M-01,P-02,713,21
2026-01-23,Plant B,M-01,P-03,769,6
2026-01-23,Plant B,M-01,P-06,876,17
2026-01-23,Plant B,M-02,P-02,1003,28
2026-01-23,Plant B,M-02,P-06,779,17
2026-01-23,Plant B,M-02,P-01,847,9
2026-01-23,Plant B,M-03,P-02,879,15
2026-01-23,Plant B,M-03,P-01,1094,33
2026-01-23,Plant B,M-03,P-04,797,12
2026-01-23,Plant B,M-04,P-06,805,11
2026-01-23,Plant B,M-04,P-01,627,16
2026-01-23,Plant B,M-04,P-04,698,12
2026-01-23,Plant B,M-05,P-03,1111,30
2026-01-23,Plant B,M-05,P-05,965,69
2026-01-23,Plant B,M-05,P-02,720,14
2026-01-23,Plant C,M-01,P-05,1080,53
2026-01-23,Plant C,M-01,P-02,1023,11
2026-01-23,Plant C,M-01,P-03,738,25
2026-01-23,Plant C,M-02,P-02,935,14
2026-01-23,Plant C,M-02,P-05,779,39
2026-01-23,Plant C,M-02,P-03,879,20
2026-01-23,Plant C,M-03,P-05,912,50
2026-01-23,Plant C,M-03,P-05,753,39
2026-01-23,Plant C,M-03,P-05,613,45
2026-01-23,Plant C,M-04,P-02,846,16
2026-01-23,Plant C,M-04,P-01,766,8
2026-01-23,Plant C,M-04,P-06,726,18
2026-01-23,Plant C,M-05,P-05,1005,84
2026-01-23,Plant C,M-05,P-06,720,23
2026-01-23,Plant C,M-05,P-01,837,25
2026-01-24,Plant A,M-01,P-01,829,9
2026-01-24,Plant A,M-01,P-05,1067,65
2026-01-24,Plant A,M-01,P-01,757,25
2026-01-24,Plant A,M-02,P-05,926,73
2026-01-24,Plant A,M-02,P-04,731,21
2026-01-24,Plant A,M-02,P-01,810,17
2026-01-24,Plant A,M-03,P-02,784,11
2026-01-24,Plant A,M-03,P-03,748,17
2026-01-24,Plant A,M-03,P-05,727,57
2026-01-24,Plant A,M-04,P-04,773,26
2026-01-24,Plant A,M-04,P-01,793,18
2026-01-24,Plant A,M-04,P-01,776,23
2026-01-24,Plant A,M-05,P-05,735,43
2026-01-24,Plant A,M-05,P-01,811,22
2026-01-24,Plant A,M-05,P-06,648,17
2026-01-24,Plant B,M-01,P-05,1071,83
2026-01-24,Plant B,M-01,P-04,648,22
2026-01-24,Plant B,M-01,P-06,985,12
2026-01-24,Plant B,M-02,P-01,838,24
2026-01-24,Plant B,M-02,P-05,880,50
2026-01-24,Plant B,M-02,P-03,930,11
2026-01-24,Plant B,M-03,P-01,885,18
2026-01-24,Plant B,M-03,P-02,627,6
2026-01-24,Plant B,M-03,P-03,563,7
2026-01-24,Plant B,M-04,P-06,608,5
2026-01-24,Plant B,M-04,P-03,738,9
2026-01-24,Plant B,M-04,P-05,524,37
2026-01-24,Plant B,M-05,P-05,878,65
2026-01-24,Plant B,M-05,P-05,957,66
2026-01-24,Plant B,M-05,P-05,548,37
2026-01-24,Plant C,M-01,P-03,886,18
2026-01-24,Plant C,M-01,P-04,732,21
2026-01-24,Plant C,M-01,P-06,943,8
2026-01-24,Plant C,M-02,P-04,1003,9
2026-01-24,Plant C,M-02,P-01,1002,11
2026-01-24,Plant C,M-02,P-03,696,20
2026-01-24,Plant C,M-03,P-06,902,21
2026-01-24,Plant C,M-03,P-04,749,6
2026-01-24,Plant C,M-03,P-02,1011,11
2026-01-24,Plant C,M-04,P-01,849,15
2026-01-24,Plant C,M-04,P-01,809,8
2026-01-24,Plant C,M-04,P-06,939,16
2026-01-24,Plant C,M-05,P-03,825,26
2026-01-24,Plant C,M-05,P-06,807,12
2026-01-24,Plant C,M-05,P-02,557,18
2026-01-25,Plant A,M-01,P-04,1007,18
2026-01-25,Plant A,M-01,P-04,901,12
2026-01-25,Plant A,M-01,P-04,922,23
2026-01-25,Plant A,M-02,P-02,1074,21
2026-01-25,Plant A,M-02,P-03,894,19
2026-01-25,Plant A,M-02,P-03,717,22
2026-01-25,Plant A,M-03,P-02,757,23
2026-01-25,Plant A,M-03,P-05,883,50
2026-01-25,Plant A,M-03,P-02,811,12
2026-01-25,Plant A,M-04,P-04,869,17
2026-01-25,Plant A,M-04,P-01,740,16
2026-01-25,Plant A,M-04,P-02,956,18
2026-01-25,Plant A,M-05,P-02,741,24
2026-01-25,Plant A,M-05,P-06,982,19
2026-01-25,Plant A,M-05,P-04,899,15
2026-01-25,Plant B,M-01,P-05,852,65
2026-01-25,Plant B,M-01,P-03,859,9
2026-01-25,Plant B,M-01,P-01,846,13
2026-01-25,Plant B,M-02,P-03,834,14
2026-01-25,Plant B,M-02,P-03,809,20
2026-01-25,Plant B,M-02,P-01,1028,17
2026-01-25,Plant B,M-03,P-02,1102,34
2026-01-25,Plant B,M-03,P-03,875,30
2026-01-25,Plant B,M-03,P-06,778,13
2026-01-25,Plant B,M-04,P-01,936,15
2026-01-25,Plant B,M-04,P-05,690,34
2026-01-25,Plant B,M-04,P-05,608,34
2026-01-25,Plant B,M-05,P-01,878,28
2026-01-25,Plant B,M-05,P-04,922,18
2026-01-25,Plant B,M-05,P-03,772,22
2026-01-25,Plant C,M-01,P-04,767,10
2026-01-25,Plant C,M-01,P-05,968,45
2026-01-25,Plant C,M-01,P-03,848,14
2026-01-25,Plant C,M-02,P-01,1157,23
2026-01-25,Plant C,M-02,P-03,815,20
2026-01-25,Plant C,M-02,P-03,911,20
2026-01-25,Plant C,M-03,P-04,606,8
2026-01-25,Plant C,M-03,P-03,923,13
2026-01-25,Plant C,M-03,P-02,784,8
2026-01-25,Plant C,M-04,P-03,764,11
2026-01-25,Plant C,M-04,P-04,920,12
2026-01-25,Plant C,M-04,P-01,794,14
2026-01-25,Plant C,M-05,P-04,1134,12
2026-01-25,Plant C,M-05,P-02,796,11
2026-01-25,Plant C,M-05,P-01,722,12
2026-01-26,Plant A,M-01,P-03,870,25
2026-01-26,Plant A,M-01,P-05,1088,79
2026-01-26,Plant A,M-01,P-02,657,15
2026-01-26,Plant A,M-02,P-06,858,25
2026-01-26,Plant A,M-02,P-03,796,15
2026-01-26,Plant A,M-02,P-05,597,28
2026-01-26,Plant A,M-03,P-03,1054,14
2026-01-26,Plant A,M-03,P-04,1097,18
2026-01-26,Plant A,M-03,P-04,883,12
2026-01-26,Plant A,M-04,P-05,1107,55
2026-01-26,Plant A,M-04,P-02,1030,33
2026-01-26,Plant A,M-04,P-04,868,25
2026-01-26,Plant A,M-05,P-05,723,42
2026-01-26,Plant A,M-05,P-06,939,10
2026-01-26,Plant A,M-05,P-05,618,31
2026-01-26,Plant B,M-01,P-02,954,24
2026-01-26,Plant B,M-01,P-03,746,6
2026-01-26,Plant B,M-01,P-01,963,9
2026-01-26,Plant B,M-02,P-02,882,22
2026-01-26,Plant B,M-02,P-01,988,21
2026-01-26,Plant B,M-02,P-03,768,9
2026-01-26,Plant B,M-03,P-03,879,30
2026-01-26,Plant B,M-03,P-04,777,23
2026-01-26,Plant B,M-03,P-06,1024,14
2026-01-26,Plant B,M-04,P-04,677,14
2026-01-26,Plant B,M-04,P-02,674,18
2026-01-26,Plant B,M-04,P-03,733,14
2026-01-26,Plant B,M-05,P-03,1156,14
2026-01-26,Plant B,M-05,P-05,1029,85
